gbifID	type	format	identifier	references	title	description	created	creator	contributor	publisher	audience	source	license	rightsHolder
1890665123	StillImage	image/jpeg	https://static.inaturalist.org/photos/15304934/original.jpeg?1523695307	https://www.inaturalist.org/photos/15304934			2018-04-13T21:02:38Z	sasabiene		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	sasabiene
1890664991	StillImage	image/jpeg	https://static.inaturalist.org/photos/14910490/original.jpg?1523115426	https://www.inaturalist.org/photos/14910490			2018-04-07T21:47:32Z	Paul Braun		iNaturalist			http://creativecommons.org/licenses/by/4.0/	Paul Braun
1890664991	StillImage	image/jpeg	https://static.inaturalist.org/photos/14910496/original.jpg?1523115437	https://www.inaturalist.org/photos/14910496			2018-04-07T21:47:58Z	Paul Braun		iNaturalist			http://creativecommons.org/licenses/by/4.0/	Paul Braun
1890097932	StillImage	image/jpeg	https://static.inaturalist.org/photos/9571432/original.jpeg?1502040096	https://www.inaturalist.org/photos/9571432			2017-08-06T23:19:10Z	Marco Schmidt		iNaturalist			http://creativecommons.org/licenses/by-nc-sa/4.0/	Marco Schmidt
1890097048	StillImage	image/jpeg	https://static.inaturalist.org/photos/7632473/original.jpeg?1494002270	https://www.inaturalist.org/photos/7632473			2017-05-05T18:00:01Z	Marco Schmidt		iNaturalist			http://creativecommons.org/licenses/by-nc-sa/4.0/	Marco Schmidt
1890097027	StillImage	image/jpeg	https://static.inaturalist.org/photos/7536399/original.jpeg?1493563250	https://www.inaturalist.org/photos/7536399			2017-04-30T23:32:47Z	Marco Schmidt		iNaturalist			http://creativecommons.org/licenses/by-nc-sa/4.0/	Marco Schmidt
1890084500	StillImage	image/jpeg	https://static.inaturalist.org/photos/22422901/original.jpg?1533153711	https://www.inaturalist.org/photos/22422901			2018-07-08T19:01:45Z	Martin Grimm		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Martin Grimm
1890041991	StillImage	image/jpeg	https://static.inaturalist.org/photos/22051608/original.jpg?1532668748	https://www.flickr.com/photos/74738817@N07/42762479185/			2018-07-27T00:13:58Z	Andreas Rockstein		iNaturalist			http://creativecommons.org/licenses/by-sa/4.0/	Andreas Rockstein
1890034740	StillImage	image/jpeg	https://static.inaturalist.org/photos/19790268/original.jpg?1529155892	https://www.inaturalist.org/photos/19790268			2018-06-16T15:44:58Z	Thomas Schreiter		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Thomas Schreiter
1890034247	StillImage	image/jpeg	https://static.inaturalist.org/photos/19298861/original.jpeg?1528361794	https://www.inaturalist.org/photos/19298861			2018-06-03T18:09:52Z	Grzegorz Grzejszczak		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Grzegorz Grzejszczak
1883971823	StillImage	image/jpeg	https://static.inaturalist.org/photos/4879988/original.jpg?1473842385	https://www.flickr.com/photos/74738817@N07/29636356256/			2016-09-11T18:00:38Z	Andreas Rockstein		iNaturalist			http://creativecommons.org/licenses/by-sa/4.0/	Andreas Rockstein
1883971823	StillImage	image/jpeg	https://static.inaturalist.org/photos/4879989/original.jpg?1473842387	https://www.flickr.com/photos/74738817@N07/29671882865/			2016-09-11T18:02:07Z	Andreas Rockstein		iNaturalist			http://creativecommons.org/licenses/by-sa/4.0/	Andreas Rockstein
1883971823	StillImage	image/jpeg	https://static.inaturalist.org/photos/4879990/original.jpg?1473842387	https://www.flickr.com/photos/74738817@N07/29671883385/			2016-09-11T18:00:21Z	Andreas Rockstein		iNaturalist			http://creativecommons.org/licenses/by-sa/4.0/	Andreas Rockstein
1883970805	StillImage	image/jpeg	https://static.inaturalist.org/photos/22076389/original.jpg?1532709100	https://www.flickr.com/photos/74738817@N07/43628299172/			2018-07-25T19:14:42Z	Andreas Rockstein		iNaturalist			http://creativecommons.org/licenses/by-sa/4.0/	Andreas Rockstein
1883970805	StillImage	image/jpeg	https://static.inaturalist.org/photos/22076392/original.jpg?1532709107	https://www.flickr.com/photos/74738817@N07/42958454064/			2018-07-25T19:15:06Z	Andreas Rockstein		iNaturalist			http://creativecommons.org/licenses/by-sa/4.0/	Andreas Rockstein
1883910584	StillImage	image/jpeg	https://static.inaturalist.org/photos/19423913/original.jpeg?1528573630	https://www.inaturalist.org/photos/19423913			2018-06-09T19:25:16Z	Daniel Cahen		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Daniel Cahen
1883910257	StillImage	image/jpeg	https://static.inaturalist.org/photos/18976339/original.jpg?1527947703	https://www.inaturalist.org/photos/18976339			2018-06-01T01:21:51Z	Paul Braun		iNaturalist			http://creativecommons.org/licenses/by/4.0/	Paul Braun
1883910257	StillImage	image/jpeg	https://static.inaturalist.org/photos/18976360/original.jpg?1527947740	https://www.inaturalist.org/photos/18976360			2018-06-01T01:22:01Z	Paul Braun		iNaturalist			http://creativecommons.org/licenses/by/4.0/	Paul Braun
1883909946	StillImage	image/jpeg	https://static.inaturalist.org/photos/18571819/original.jpeg?1527278414	https://www.inaturalist.org/photos/18571819			2018-05-24T16:00:25Z	carlobraunert		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	carlobraunert
1883909946	StillImage	image/jpeg	https://static.inaturalist.org/photos/18571873/original.jpeg?1527278462	https://www.inaturalist.org/photos/18571873			2018-05-24T15:59:25Z	carlobraunert		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	carlobraunert
1883909204	StillImage	image/jpeg	https://static.inaturalist.org/photos/17184332/original.jpeg?1525191272	https://www.inaturalist.org/photos/17184332			2018-05-01T19:15:34Z	Quentin Groom		iNaturalist			http://creativecommons.org/publicdomain/zero/1.0/	Quentin Groom
1883562948	StillImage	image/jpeg	https://static.inaturalist.org/photos/21626601/original.jpeg?1532032250	https://www.inaturalist.org/photos/21626601			2018-07-17T22:23:15Z	Grzegorz Grzejszczak		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Grzegorz Grzejszczak
1883562943	StillImage	image/jpeg	https://static.inaturalist.org/photos/21626698/original.jpeg?1532032365	https://www.inaturalist.org/photos/21626698			2018-07-17T23:14:28Z	Grzegorz Grzejszczak		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Grzegorz Grzejszczak
1883535484	StillImage	image/jpeg	https://static.inaturalist.org/photos/21415519/original.jpeg?1531698637	https://www.inaturalist.org/photos/21415519			2018-07-15T18:06:11Z	Katrin		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Katrin
1883535484	StillImage	image/jpeg	https://static.inaturalist.org/photos/21415529/original.jpeg?1531698650	https://www.inaturalist.org/photos/21415529			2018-07-15T18:06:02Z	Katrin		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Katrin
1883532434	StillImage	image/jpeg	https://static.inaturalist.org/photos/21395126/original.jpeg?1531677952	https://www.inaturalist.org/photos/21395126			2018-07-15T16:26:26Z	enkidoo		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	enkidoo
1883532434	StillImage	image/jpeg	https://static.inaturalist.org/photos/21395133/original.jpeg?1531677961	https://www.inaturalist.org/photos/21395133			2018-07-15T16:26:34Z	enkidoo		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	enkidoo
1883508546	StillImage	image/jpeg	https://static.inaturalist.org/photos/21218341/original.jpeg?1531409305	https://www.inaturalist.org/photos/21218341			2018-07-12T19:47:26Z	carlobraunert		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	carlobraunert
1883475135	StillImage	image/jpeg	https://static.inaturalist.org/photos/20990538/original.jpg?1531038940	https://www.inaturalist.org/photos/20990538			2018-07-06T16:41:49Z	Wolf-Achim and Hanna Roland		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Wolf-Achim and Hanna Roland
1883475135	StillImage	image/jpeg	https://static.inaturalist.org/photos/20990540/original.jpg?1531038949	https://www.inaturalist.org/photos/20990540			2018-07-06T16:41:43Z	Wolf-Achim and Hanna Roland		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Wolf-Achim and Hanna Roland
1883469672	StillImage	image/jpeg	https://static.inaturalist.org/photos/20821872/original.jpeg?1530779008	https://www.inaturalist.org/photos/20821872			2018-07-05T17:22:45Z	aroelofs		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	aroelofs
1880664091	StillImage	image/jpeg	https://static.inaturalist.org/photos/4009469/original.jpg?1465897843	http://www.inaturalist.org/photos/4009469			2016-06-14T09:48:01Z	Chiara Catalano		iNaturalist			http://creativecommons.org/licenses/by-nc/4.0/	Chiara Catalano
